Name	Index	Comments	Exclude	Sample Type	Baseline Value 	Peak Average 	AVE810_1050	SiConc	AVE810	AVE660_1050	AVE660	Calculated Concentration (uM)	Si [uM]	AVE880_1050	PO4Conc	AVE880	PO4 [uM]	Time Stamp	On File	Sequence Name
A4_Si	24			Sample	4.1724E-4	0.445	1.052595		1.317517	0.180298	0.444972	NaN	NaN					 02-04-2025  01:42:55 PM	Yes	Analysis_Silicate_Manual
A4_Si	23			Sample	3.6205E-4	0.4414	1.049609		1.311178	0.179833	0.441411	NaN	NaN					 02-04-2025  01:38:18 PM	Yes	Analysis_Silicate_Manual
A4_Si	22			Sample	-0.005626	0.439	1.045074		1.302733	0.181376	0.439036	NaN	NaN					 02-04-2025  01:33:40 PM	Yes	Analysis_Silicate_Manual
D1_Si	21			Sample	3.5678E-4	0.4435	1.052037		1.315422	0.180006	0.443483	NaN	NaN					 02-04-2025  01:28:58 PM	Yes	Analysis_Silicate_Manual
D1_Si	20			Sample	3.468E-4	0.4409	1.046612		1.307478	0.179864	0.440885	NaN	NaN					 02-04-2025  01:24:20 PM	Yes	Analysis_Silicate_Manual
D1_Si	19			Sample	3.2641E-4	0.4347	1.035513		1.296415	0.173642	0.434715	NaN	NaN					 02-04-2025  01:19:43 PM	Yes	Analysis_Silicate_Manual
C2_Si	18			Sample	3.6646E-4	0.4455	1.055940		1.321910	0.179368	0.445451	NaN	NaN					 02-04-2025  01:14:27 PM	Yes	Analysis_Silicate_Manual
C2_Si	17			Sample	4.8538E-4	0.4421	1.051505		1.313825	0.179827	0.442088	NaN	NaN					 02-04-2025  01:09:51 PM	Yes	Analysis_Silicate_Manual
C2_Si	16			Sample	3.974E-4	0.431	1.041342		1.294495	0.177827	0.430967	NaN	NaN					 02-04-2025  01:05:13 PM	Yes	Analysis_Silicate_Manual
Si_cal	15			AutoDil Standard	8.1362E-5	0.004028	0.007538	0	0.024275	-0.013003	0.004028							 02-04-2025  12:59:37 PM	Yes	AutoCalibration_Silicate
Si_cal	14			AutoDil Standard	1.0352E-4	0.003099	0.009602	0	0.022345	-0.009701	0.003099							 02-04-2025  12:55:05 PM	Yes	AutoCalibration_Silicate
Si_cal	13			AutoDil Standard	1.3673E-4	0.002915	0.015586	0	0.025168	-0.006667	0.002915							 02-04-2025  12:50:32 PM	Yes	AutoCalibration_Silicate
Si_cal	12			AutoDil Standard	1.2173E-4	0.09041	0.276980	11.275000	0.358326	0.009106	0.090412							 02-04-2025  12:45:59 PM	Yes	AutoCalibration_Silicate
Si_cal	11			AutoDil Standard	3.9548E-5	0.0887	0.276806	11.275000	0.353429	0.012036	0.088703							 02-04-2025  12:41:26 PM	Yes	AutoCalibration_Silicate
Si_cal	10			AutoDil Standard	1.1814E-4	0.08617	0.275977	11.275000	0.351418	0.011275	0.086173							 02-04-2025  12:36:54 PM	Yes	AutoCalibration_Silicate
Si_cal	9			AutoDil Standard	2.158E-4	0.2178	0.575717	22.550000	0.724397	0.069236	0.217800							 02-04-2025  12:32:21 PM	Yes	AutoCalibration_Silicate
Si_cal	8			AutoDil Standard	5.473E-5	0.2104	0.557380	22.550000	0.698483	0.069549	0.210361							 02-04-2025  12:27:49 PM	Yes	AutoCalibration_Silicate
Si_cal	7			AutoDil Standard	1.0666E-4	0.2187	0.575959	22.550000	0.724886	0.069721	0.218699							 02-04-2025  12:23:17 PM	Yes	AutoCalibration_Silicate
Si_cal	6			AutoDil Standard	2.3241E-4	0.3497	0.865759	33.825000	1.078335	0.136360	0.349663							 02-04-2025  12:18:44 PM	Yes	AutoCalibration_Silicate
Si_cal	5			AutoDil Standard	1.9248E-4	0.3526	0.863274	33.825000	1.079698	0.136566	0.352633							 02-04-2025  12:14:12 PM	Yes	AutoCalibration_Silicate
Si_cal	4			AutoDil Standard	2.3635E-4	0.3605	0.871424	33.825000	1.091726	0.140209	0.360499							 02-04-2025  12:09:40 PM	Yes	AutoCalibration_Silicate
Si_cal	3			AutoDil Standard	2.2066E-4	0.4418	1.036618	41.341667	1.293974	0.184280	0.441801							 02-04-2025  12:05:08 PM	Yes	AutoCalibration_Silicate
Si_cal	2			AutoDil Standard	4.0909E-4	0.4592	1.061140	41.341667	1.320611	0.200118	0.459222							 02-04-2025  12:00:35 PM	Yes	AutoCalibration_Silicate
Si_cal	1			AutoDil Standard	3.9941E-4	0.4514	1.014512	41.341667	1.263271	0.202679	0.451399							 02-04-2025  11:56:04 AM	Yes	AutoCalibration_Silicate
