Name	Index	Comments	Exclude	Sample Type	Baseline Value 	Peak Average 	AVE810_1050	SiConc	AVE810	AVE660_1050	AVE660	Calculated Concentration (uM)	Si [uM]	AVE880_1050	PO4Conc	AVE880	PO4 [uM]	Time Stamp	On File	Sequence Name
Si_C3	26			Sample	0.001032	0.479	1.021837		1.290511	0.209984	0.479002	NaN	NaN					 04-22-2025  10:52:50 AM	Yes	Analysis_Silicate_Manual
Si_C3	25			Sample	0.001433	0.4781	1.022495		1.287188	0.213093	0.478088	NaN	NaN					 04-22-2025  10:48:14 AM	Yes	Analysis_Silicate_Manual
Si_B2	24			Sample	7.3312E-4	0.4799	1.030589		1.300592	0.209547	0.479924	NaN	NaN					 04-22-2025  10:43:23 AM	Yes	Analysis_Silicate_Manual
Si_B2	23			Sample	0.001091	0.4775	1.026720		1.293527	0.211031	0.477501	NaN	NaN					 04-22-2025  10:38:47 AM	Yes	Analysis_Silicate_Manual
Si_B2	22			Sample	0.001069	0.4672	1.013892		1.272738	0.208336	0.467210	NaN	NaN					 04-22-2025  10:34:10 AM	Yes	Analysis_Silicate_Manual
Si_C4	21			Sample	0.001419	0.4874	1.041294		1.311285	0.217349	0.487394	NaN	NaN					 04-22-2025  10:29:15 AM	Yes	Analysis_Silicate_Manual
Si_C4	20			Sample	0.001413	0.4829	1.032060		1.301018	0.213953	0.482919	NaN	NaN					 04-22-2025  10:24:36 AM	Yes	Analysis_Silicate_Manual
Si_C4	19			Sample	0.001264	0.4832	1.038570		1.307334	0.214509	0.483164	NaN	NaN					 04-22-2025  10:19:58 AM	Yes	Analysis_Silicate_Manual
Si_A3	18			Sample	0.001594	0.4701	1.003745		1.269831	0.204071	0.470052	NaN	NaN					 04-22-2025  10:13:38 AM	Yes	Analysis_Silicate_Manual
Si_A3	17			Sample	0.00153	0.4843	1.029560		1.301074	0.212570	0.484338	NaN	NaN					 04-22-2025  10:09:00 AM	Yes	Analysis_Silicate_Manual
Si_A3	16			Sample	0.001429	0.4747	1.015910		1.284617	0.205494	0.474660	NaN	NaN					 04-22-2025  10:04:23 AM	Yes	Analysis_Silicate_Manual
Si_cal_0	15			AutoDil Standard	1.3691E-4	0.01701	0.005240	0	0.034830	-0.012420	0.017008							 04-22-2025  09:57:10 AM	Yes	AutoCalibration_Silicate
Si_cal_0	14			AutoDil Standard	6.4289E-4	0.0151	0.007618	0	0.032391	-0.009962	0.015097							 04-22-2025  09:52:37 AM	Yes	AutoCalibration_Silicate
Si_cal_0	13			AutoDil Standard	2.4865E-4	0.01812	0.008046	0	0.038821	-0.012613	0.018125							 04-22-2025  09:48:04 AM	Yes	AutoCalibration_Silicate
Si_cal_1	12			AutoDil Standard	3.7424E-4	0.1168	0.240098	11.275000	0.325361	0.031759	0.116843							 04-22-2025  09:43:31 AM	Yes	AutoCalibration_Silicate
Si_cal_1	11			AutoDil Standard	5.9956E-4	0.1173	0.236251	11.275000	0.322184	0.031405	0.117298							 04-22-2025  09:38:58 AM	Yes	AutoCalibration_Silicate
Si_cal_1	10			AutoDil Standard	7.5166E-4	0.119	0.244252	11.275000	0.330358	0.032562	0.119017							 04-22-2025  09:34:25 AM	Yes	AutoCalibration_Silicate
Si_cal_2	9			AutoDil Standard	8.691E-4	0.2506	0.534971	22.550000	0.688672	0.096656	0.250606							 04-22-2025  09:29:52 AM	Yes	AutoCalibration_Silicate
Si_cal_2	8			AutoDil Standard	8.5467E-4	0.2607	0.548813	22.550000	0.713938	0.095543	0.260654							 04-22-2025  09:25:20 AM	Yes	AutoCalibration_Silicate
Si_cal_2	7			AutoDil Standard	6.769E-4	0.2563	0.549653	22.550000	0.706721	0.098532	0.256256							 04-22-2025  09:20:47 AM	Yes	AutoCalibration_Silicate
Si_cal_3	6			AutoDil Standard	0.001161	0.3835	0.818702	33.825000	1.039058	0.162847	0.383450							 04-22-2025  09:16:15 AM	Yes	AutoCalibration_Silicate
Si_cal_3	5			AutoDil Standard	0.001031	0.3855	0.823115	33.825000	1.044944	0.163577	0.385473							 04-22-2025  09:11:42 AM	Yes	AutoCalibration_Silicate
Si_cal_3	4			AutoDil Standard	0.001483	0.3881	0.825920	33.825000	1.050125	0.163487	0.388058							 04-22-2025  09:07:10 AM	Yes	AutoCalibration_Silicate
Si_cal_4	3			AutoDil Standard	0.001358	0.4838	1.021335	41.341667	1.295067	0.210347	0.483804							 04-22-2025  09:02:38 AM	Yes	AutoCalibration_Silicate
Si_cal_4	2			AutoDil Standard	0.001218	0.4706	0.996438	41.341667	1.262313	0.204461	0.470574							 04-22-2025  08:58:07 AM	Yes	AutoCalibration_Silicate
Si_cal_4	1			AutoDil Standard	0.001369	0.4567	0.973763	41.341667	1.230155	0.199716	0.456677							 04-22-2025  08:53:36 AM	Yes	AutoCalibration_Silicate
